"gid","street_name","street_type","suburb","postcode","state","latitude","longitude","geom","delivery_id"
27397,PROVOST,STREET,NORTH MELBOURNE,"3051",VIC,-37.80213883,144.94712690,POINT (144.9471269 -37.80213883),3856
12778,EVANS,STREET,PORT MELBOURNE,"3207",VIC,-37.83343518,144.94183345,POINT (144.94183345 -37.83343518),3857
32275,SUTTON,STREET,NORTH MELBOURNE,"3051",VIC,-37.79255209,144.94110862,POINT (144.94110862 -37.79255209),3858
10163,DOMAIN,ROAD,SOUTH YARRA,"3141",VIC,-37.83412498,144.98119168,POINT (144.98119168 -37.83412498),3859
24203,NORMANBY,ROAD,SOUTHBANK,"3006",VIC,-37.82843827,144.94975332,POINT (144.94975332 -37.82843827),3860
20294,LOTHIAN,STREET,NORTH MELBOURNE,"3051",VIC,-37.80072528,144.94467357,POINT (144.94467357 -37.80072528),3861
6282,CHAPEL,STREET,SOUTH YARRA,"3141",VIC,-37.84464984,144.99434793,POINT (144.99434793 -37.84464984),3862
31517,ST KILDA,ROAD,MELBOURNE,"3004",VIC,-37.84302070,144.97848398,POINT (144.97848398 -37.8430207),3863
19656,LITTLE DOCKLANDS,DRIVE,DOCKLANDS,"3008",VIC,-37.81242217,144.94178288,POINT (144.94178288 -37.81242217),3864
31813,STOKES,STREET,PORT MELBOURNE,"3207",VIC,-37.83960837,144.93746165,POINT (144.93746165 -37.83960837),3865
13410,FERRARS,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83651684,144.95635494,POINT (144.95635494 -37.83651684),3866
5937,CECIL,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83957984,144.96049693,POINT (144.96049693 -37.83957984),3867
2147,BANGALORE,STREET,KENSINGTON,"3031",VIC,-37.79402483,144.92486595,POINT (144.92486595 -37.79402483),3868
35248,WILLIAM,STREET,SOUTH YARRA,"3141",VIC,-37.84059384,144.99345693,POINT (144.99345693 -37.84059384),3869
28411,RAKAIA,WAY,DOCKLANDS,"3008",VIC,-37.81418322,144.94038335,POINT (144.94038335 -37.81418322),3870
11381,EARL,STREET,CARLTON,"3053",VIC,-37.80626196,144.96504968,POINT (144.96504968 -37.80626196),3871
5364,CANTERBURY,STREET,FLEMINGTON,"3031",VIC,-37.78157383,144.92299995,POINT (144.92299995 -37.78157383),3872
30884,SPRING,STREET,PORT MELBOURNE,"3207",VIC,-37.83648617,144.94629988,POINT (144.94629988 -37.83648617),3873
6226,CHAPEL,STREET,PRAHRAN,"3181",VIC,-37.84711784,144.99428093,POINT (144.99428093 -37.84711784),3874
14265,GARDNER,LANE,KENSINGTON,"3031",VIC,-37.79199723,144.92239481,POINT (144.92239481 -37.79199723),3875
31033,STANLEY,STREET,WEST MELBOURNE,"3003",VIC,-37.81002780,144.94569326,POINT (144.94569326 -37.8100278),3876
30325,SMITH,STREET,KENSINGTON,"3031",VIC,-37.79181721,144.93439923,POINT (144.93439923 -37.79181721),3877
33643,TRIBE,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83823284,144.94831894,POINT (144.94831894 -37.83823284),3878
14139,FRANKLIN,STREET,MELBOURNE,"3000",VIC,-37.80907394,144.95702367,POINT (144.95702367 -37.80907394),3879
35838,WIRRAWAY,DRIVE,PORT MELBOURNE,"3207",VIC,-37.82662763,144.90970195,POINT (144.90970195 -37.82662763),3880
1126,ALFRED,STREET,NORTH MELBOURNE,"3051",VIC,-37.79064384,144.94118794,POINT (144.94118794 -37.79064384),3881
29209,ROSS,STREET,PORT MELBOURNE,"3207",VIC,-37.83595184,144.93638294,POINT (144.93638294 -37.83595184),3882
30173,SHIPLEY,STREET,SOUTH YARRA,"3141",VIC,-37.83602484,144.98784493,POINT (144.98784493 -37.83602484),3883
22176,MERINO,MEWS,KENSINGTON,"3031",VIC,-37.79352383,144.91767925,POINT (144.91767925 -37.79352383),3884
10514,DORRIT,STREET,CARLTON,"3053",VIC,-37.80014784,144.96643194,POINT (144.96643194 -37.80014784),3885
24068,NICHOLSON,STREET,CARLTON,"3053",VIC,-37.79473784,144.97515494,POINT (144.97515494 -37.79473784),3886
9961,DERBY,STREET,KENSINGTON,"3031",VIC,-37.79565168,144.92673479,POINT (144.92673479 -37.79565168),3887
26172,PERCY,STREET,PRAHRAN,"3181",VIC,-37.85016884,144.99104093,POINT (144.99104093 -37.85016884),3888
24334,NOTT,STREET,PORT MELBOURNE,"3207",VIC,-37.84182684,144.93735594,POINT (144.93735594 -37.84182684),3889
16458,HIGHBURY,GROVE,PRAHRAN,"3181",VIC,-37.85662184,145.00712692,POINT (145.00712692 -37.85662184),3890
11951,ELIZABETH,STREET,MELBOURNE,"3000",VIC,-37.80443082,144.95818289,POINT (144.95818289 -37.80443082),3891
19693,LITTLE IFFLA,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83945087,144.94991069,POINT (144.94991069 -37.83945087),3892
28082,RACECOURSE,ROAD,FLEMINGTON,"3031",VIC,-37.78803984,144.93042695,POINT (144.93042695 -37.78803984),3893
15008,GRAHAM,STREET,PORT MELBOURNE,"3207",VIC,-37.83877102,144.93774954,POINT (144.93774954 -37.83877102),3894
16350,HIGH,STREET,PRAHRAN,"3181",VIC,-37.85305084,145.00347393,POINT (145.00347393 -37.85305084),3895
27536,PUNT,ROAD,SOUTH YARRA,"3141",VIC,-37.84110284,144.98614893,POINT (144.98614893 -37.84110284),3896
7147,CITY,ROAD,SOUTHBANK,"3006",VIC,-37.82255088,144.96476064,POINT (144.96476064 -37.82255088),3897
30244,SIMPSON,STREET,EAST MELBOURNE,"3002",VIC,-37.81477284,144.98786393,POINT (144.98786393 -37.81477284),3898
29788,SABRE,DRIVE,PORT MELBOURNE,"3207",VIC,-37.82753803,144.90712448,POINT (144.90712448 -37.82753803),3899
19906,LITTLE TRIBE,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83869784,144.94861294,POINT (144.94861294 -37.83869784),3900
2683,BARRING,MEWS,DOCKLANDS,"3008",VIC,-37.82308474,144.93878120,POINT (144.9387812 -37.82308474),3901
24720,ORMOND,STREET,KENSINGTON,"3031",VIC,-37.79720258,144.92924042,POINT (144.92924042 -37.79720258),3902
3608,BELLAIR,STREET,KENSINGTON,"3031",VIC,-37.79265084,144.92975294,POINT (144.92975294 -37.79265084),3903
24989,PACKINGTON,STREET,PRAHRAN,"3181",VIC,-37.85580284,145.00424092,POINT (145.00424092 -37.85580284),3904
21109,MALVINA,PLACE,CARLTON,"3053",VIC,-37.80056392,144.96177612,POINT (144.96177612 -37.80056392),3905
27462,PUNT,ROAD,PRAHRAN,"3181",VIC,-37.84799284,144.98484693,POINT (144.98484693 -37.84799284),3906
21286,MARK,STREET,NORTH MELBOURNE,"3051",VIC,-37.79379204,144.94142811,POINT (144.94142811 -37.79379204),3907
18227,KING,STREET,PRAHRAN,"3181",VIC,-37.84996884,144.99499893,POINT (144.99499893 -37.84996884),3908
11026,DRYBURGH,STREET,NORTH MELBOURNE,"3051",VIC,-37.80101284,144.94357994,POINT (144.94357994 -37.80101284),3909
16304,HIGH,STREET,PRAHRAN,"3181",VIC,-37.85347818,145.00416601,POINT (145.00416601 -37.85347818),3910
36324,YORK,STREET,PRAHRAN,"3181",VIC,-37.85086284,144.99828293,POINT (144.99828293 -37.85086284),3911
17398,INGLES,STREET,PORT MELBOURNE,"3207",VIC,-37.82537813,144.93621017,POINT (144.93621017 -37.82537813),3912
31499,ST KILDA,ROAD,MELBOURNE,"3004",VIC,-37.84695426,144.97991016,POINT (144.97991016 -37.84695426),3913
29081,RODEN,STREET,WEST MELBOURNE,"3003",VIC,-37.80824284,144.94679794,POINT (144.94679794 -37.80824284),3914
20369,LYELL,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83620317,144.95033690,POINT (144.9503369 -37.83620317),3915
25968,PECKVILLE,STREET,NORTH MELBOURNE,"3051",VIC,-37.79525984,144.94286494,POINT (144.94286494 -37.79525984),3916
33312,TOORAK,ROAD,SOUTH YARRA,"3141",VIC,-37.84061705,145.00368364,POINT (145.00368364 -37.84061705),3917
27786,QUEENS,ROAD,MELBOURNE,"3004",VIC,-37.84066628,144.97505317,POINT (144.97505317 -37.84066628),3918
26579,PITT,STREET,CARLTON,"3053",VIC,-37.79563831,144.97243915,POINT (144.97243915 -37.79563831),3919
9199,CROMWELL,ROAD,SOUTH YARRA,"3141",VIC,-37.84241984,145.00046493,POINT (145.00046493 -37.84241984),3920
25648,PARK,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83479005,144.96380413,POINT (144.96380413 -37.83479005),3921
3372,BEACH,STREET,PORT MELBOURNE,"3207",VIC,-37.83952345,144.92891026,POINT (144.92891026 -37.83952345),3922
14864,GORDON,GROVE,SOUTH YARRA,"3141",VIC,-37.83339484,144.98857393,POINT (144.98857393 -37.83339484),3923
3753,BENDIGO,STREET,PRAHRAN,"3181",VIC,-37.84839984,144.99762193,POINT (144.99762193 -37.84839984),3924
22400,MOLESWORTH,STREET,NORTH MELBOURNE,"3051",VIC,-37.79806762,144.94813583,POINT (144.94813583 -37.79806762),3925
27909,QUEENSBERRY,STREET,NORTH MELBOURNE,"3051",VIC,-37.80319690,144.95513882,POINT (144.95513882 -37.8031969),3926
11913,ELIZABETH,STREET,MELBOURNE,"3000",VIC,-37.80791684,144.95998394,POINT (144.95998394 -37.80791684),3927
22789,MORAY,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83303884,144.96313231,POINT (144.96313231 -37.83303884),3928
27971,QUEENSBERRY,STREET,NORTH MELBOURNE,"3051",VIC,-37.80261774,144.94764814,POINT (144.94764814 -37.80261774),3929
34955,WESTBOURNE,ROAD,KENSINGTON,"3031",VIC,-37.79342383,144.92191895,POINT (144.92191895 -37.79342383),3930
28949,ROCKLEA,DRIVE,PORT MELBOURNE,"3207",VIC,-37.83064118,144.92180435,POINT (144.92180435 -37.83064118),3931
36444,YORK,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83052387,144.96118638,POINT (144.96118638 -37.83052387),3932
18293,KING,STREET,WEST MELBOURNE,"3003",VIC,-37.80593339,144.94974774,POINT (144.94974774 -37.80593339),3933
31320,STATION,STREET,PORT MELBOURNE,"3207",VIC,-37.83201843,144.94693514,POINT (144.94693514 -37.83201843),3934
22468,MONA,PLACE,SOUTH YARRA,"3141",VIC,-37.83718050,144.98596041,POINT (144.98596041 -37.8371805),3935
15544,HAIG,STREET,SOUTHBANK,"3006",VIC,-37.82707096,144.95756975,POINT (144.95756975 -37.82707096),3936
14310,GARTON,STREET,PORT MELBOURNE,"3207",VIC,-37.83321424,144.94811347,POINT (144.94811347 -37.83321424),3937
32555,TANKARD,STREET,KENSINGTON,"3031",VIC,-37.79639918,144.92061308,POINT (144.92061308 -37.79639918),3938
24137,NICHOLSON,STREET,SOUTH YARRA,"3141",VIC,-37.84261484,144.98653893,POINT (144.98653893 -37.84261484),3939
5218,CANNING,STREET,CARLTON,"3053",VIC,-37.79494684,144.97362694,POINT (144.97362694 -37.79494684),3940
15333,GREVILLE,STREET,PRAHRAN,"3181",VIC,-37.84885281,144.99028569,POINT (144.99028569 -37.84885281),3941
22395,MOLESWORTH,STREET,NORTH MELBOURNE,"3051",VIC,-37.79850284,144.94952094,POINT (144.94952094 -37.79850284),3942
14975,GRAHAM,STREET,PORT MELBOURNE,"3207",VIC,-37.84063384,144.94182094,POINT (144.94182094 -37.84063384),3943
19525,LITTLE COLLINS,STREET,MELBOURNE,"3000",VIC,-37.81784971,144.95508673,POINT (144.95508673 -37.81784971),3944
19230,LIARDET,STREET,PORT MELBOURNE,"3207",VIC,-37.83788384,144.94068094,POINT (144.94068094 -37.83788384),3945
25563,PARK,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83704284,144.95601394,POINT (144.95601394 -37.83704284),3946
4159,BOUNDARY,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83091845,144.94641523,POINT (144.94641523 -37.83091845),3947
11287,DUNSTAN,PARADE,PORT MELBOURNE,"3207",VIC,-37.83683683,144.92163194,POINT (144.92163194 -37.83683683),3948
14771,GLOVER,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83967590,144.94871697,POINT (144.94871697 -37.8396759),3949
27728,QUEEN,STREET,MELBOURNE,"3000",VIC,-37.81076301,144.95904212,POINT (144.95904212 -37.81076301),3950
26624,PLUMMER,STREET,PORT MELBOURNE,"3207",VIC,-37.83289248,144.92054967,POINT (144.92054967 -37.83289248),3951
16943,HOWARD,STREET,WEST MELBOURNE,"3003",VIC,-37.80680452,144.95319931,POINT (144.95319931 -37.80680452),3952
10064,DOCKLANDS,DRIVE,DOCKLANDS,"3008",VIC,-37.81448877,144.93923526,POINT (144.93923526 -37.81448877),3953
20513,LYGON,STREET,CARLTON,"3053",VIC,-37.79826784,144.96763094,POINT (144.96763094 -37.79826784),3954
18120,KEPPEL,STREET,CARLTON,"3053",VIC,-37.79498899,144.96562019,POINT (144.96562019 -37.79498899),3955
20070,LORIMER,STREET,DOCKLANDS,"3008",VIC,-37.82475386,144.94401102,POINT (144.94401102 -37.82475386),3956
15203,GRATTAN,STREET,CARLTON,"3053",VIC,-37.80049384,144.96294694,POINT (144.96294694 -37.80049384),3957
6653,CHATHAM,STREET,FLEMINGTON,"3031",VIC,-37.78248483,144.92608595,POINT (144.92608595 -37.78248483),3958
17752,KAVANAGH,STREET,SOUTHBANK,"3006",VIC,-37.82530648,144.96323572,POINT (144.96323572 -37.82530648),3959
22640,MOORE,STREET,SOUTH YARRA,"3141",VIC,-37.84353084,144.98949193,POINT (144.98949193 -37.84353084),3960
20716,MACAULAY,ROAD,KENSINGTON,"3031",VIC,-37.79407983,144.92850994,POINT (144.92850994 -37.79407983),3961
8607,COOK,STREET,PORT MELBOURNE,"3207",VIC,-37.82885933,144.91757415,POINT (144.91757415 -37.82885933),3962
18754,LA TROBE,STREET,MELBOURNE,"3000",VIC,-37.80897261,144.96666216,POINT (144.96666216 -37.80897261),3963
5545,CARDIGAN,STREET,CARLTON,"3053",VIC,-37.80071846,144.96516955,POINT (144.96516955 -37.80071846),3964
5250,CANNING,STREET,CARLTON,"3053",VIC,-37.79409284,144.97377594,POINT (144.97377594 -37.79409284),3965
31521,ST KILDA,ROAD,MELBOURNE,"3004",VIC,-37.84244241,144.97736219,POINT (144.97736219 -37.84244241),3966
20189,LORNE,ROAD,PRAHRAN,"3181",VIC,-37.85029384,145.00579893,POINT (145.00579893 -37.85029384),3967
5238,CANNING,STREET,CARLTON,"3053",VIC,-37.79438884,144.97319994,POINT (144.97319994 -37.79438884),3968
13486,FINK,STREET,KENSINGTON,"3031",VIC,-37.79724049,144.93345604,POINT (144.93345604 -37.79724049),3969
1295,ALTONA,STREET,KENSINGTON,"3031",VIC,-37.79881083,144.92745694,POINT (144.92745694 -37.79881083),3970
11291,DUNSTAN,PARADE,PORT MELBOURNE,"3207",VIC,-37.83681183,144.92124694,POINT (144.92124694 -37.83681183),3971
20311,LUXTON,ROAD,SOUTH YARRA,"3141",VIC,-37.84566327,145.00345386,POINT (145.00345386 -37.84566327),3972
20765,MACAULAY,ROAD,NORTH MELBOURNE,"3051",VIC,-37.79439219,144.93642913,POINT (144.93642913 -37.79439219),3973
19475,LITTLE BOURKE,STREET,MELBOURNE,"3000",VIC,-37.81156433,144.96897174,POINT (144.96897174 -37.81156433),3974
11693,ELGIN,STREET,CARLTON,"3053",VIC,-37.79783784,144.97195794,POINT (144.97195794 -37.79783784),3975
23988,NEWTON,STREET,KENSINGTON,"3031",VIC,-37.79559477,144.92373024,POINT (144.92373024 -37.79559477),3976
10797,DRUMMOND,STREET,CARLTON,"3053",VIC,-37.80470937,144.96748338,POINT (144.96748338 -37.80470937),3977
25697,PARK,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83313148,144.96797015,POINT (144.96797015 -37.83313148),3978
180,ABBOTSFORD,STREET,WEST MELBOURNE,"3003",VIC,-37.80503505,144.94480632,POINT (144.94480632 -37.80503505),3979
15780,HARDY,STREET,SOUTH YARRA,"3141",VIC,-37.84429884,144.98962993,POINT (144.98962993 -37.84429884),3980
31800,STOKES,STREET,PORT MELBOURNE,"3207",VIC,-37.83995984,144.93782794,POINT (144.93782794 -37.83995984),3981
9688,DARLING,STREET,SOUTH YARRA,"3141",VIC,-37.83696283,144.99153203,POINT (144.99153203 -37.83696283),3982
34256,VICTORIA,STREET,WEST MELBOURNE,"3003",VIC,-37.80584394,144.95393004,POINT (144.95393004 -37.80584394),3983
18561,LANG,STREET,SOUTH YARRA,"3141",VIC,-37.84129754,144.98736001,POINT (144.98736001 -37.84129754),3984
9141,CROMWELL,ROAD,SOUTH YARRA,"3141",VIC,-37.84710888,144.99968985,POINT (144.99968985 -37.84710888),3985
4990,BYRNE,STREET,PORT MELBOURNE,"3207",VIC,-37.83700884,144.93445594,POINT (144.93445594 -37.83700884),3986
10260,DONALD,STREET,PRAHRAN,"3181",VIC,-37.84772284,144.98693493,POINT (144.98693493 -37.84772284),3987
17823,KELVIN,COURT,PRAHRAN,"3181",VIC,-37.85532109,145.01015603,POINT (145.01015603 -37.85532109),3988
3860,BERRY,STREET,EAST MELBOURNE,"3002",VIC,-37.81822384,144.98887193,POINT (144.98887193 -37.81822384),3989
27851,QUEENSBERRY,STREET,CARLTON,"3053",VIC,-37.80409169,144.96097494,POINT (144.96097494 -37.80409169),3990
21880,MCCRACKEN,STREET,KENSINGTON,"3031",VIC,-37.79183783,144.92754995,POINT (144.92754995 -37.79183783),3991
20391,LYGON,STREET,CARLTON,"3053",VIC,-37.80437417,144.96684932,POINT (144.96684932 -37.80437417),3992
35596,WILLIAMSTOWN,ROAD,PORT MELBOURNE,"3207",VIC,-37.83409793,144.92591212,POINT (144.92591212 -37.83409793),3993
27862,QUEENSBERRY,STREET,NORTH MELBOURNE,"3051",VIC,-37.80404630,144.95679645,POINT (144.95679645 -37.8040463),3994
1561,ARGO,STREET,SOUTH YARRA,"3141",VIC,-37.84418784,144.98839393,POINT (144.98839393 -37.84418784),3995
19300,LINCOLN,MEWS,KENSINGTON,"3031",VIC,-37.79619183,144.92353995,POINT (144.92353995 -37.79619183),3996
11497,EASTWOOD,STREET,KENSINGTON,"3031",VIC,-37.78948386,144.93000104,POINT (144.93000104 -37.78948386),3997
1190,ALFRED,STREET,PRAHRAN,"3181",VIC,-37.85023284,144.98514993,POINT (144.98514993 -37.85023284),3998
15680,HARDIMAN,STREET,KENSINGTON,"3031",VIC,-37.79542484,144.93271894,POINT (144.93271894 -37.79542484),3999
31498,ST KILDA,ROAD,MELBOURNE,"3004",VIC,-37.84701078,144.97902922,POINT (144.97902922 -37.84701078),4000
1507,ARDEN,STREET,NORTH MELBOURNE,"3051",VIC,-37.80054964,144.94436567,POINT (144.94436567 -37.80054964),4001
30560,SOUTH WHARF,DRIVE,DOCKLANDS,"3008",VIC,-37.82281254,144.93976743,POINT (144.93976743 -37.82281254),4002
28158,RACECOURSE,ROAD,KENSINGTON,"3031",VIC,-37.78845600,144.93048395,POINT (144.93048395 -37.788456),4003
34587,WARATAH,PLACE,MELBOURNE,"3000",VIC,-37.81147232,144.96722389,POINT (144.96722389 -37.81147232),4004
908,ALBERT,STREET,PORT MELBOURNE,"3207",VIC,-37.83453968,144.93702524,POINT (144.93702524 -37.83453968),4005
25641,PARK,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83504925,144.96294919,POINT (144.96294919 -37.83504925),4006
35924,WISEWOULD,STREET,FLEMINGTON,"3031",VIC,-37.78471683,144.92085695,POINT (144.92085695 -37.78471683),4007
30583,SOUTH WHARF,DRIVE,DOCKLANDS,"3008",VIC,-37.82245661,144.93704355,POINT (144.93704355 -37.82245661),4008
29420,ROSSLYN,STREET,WEST MELBOURNE,"3003",VIC,-37.81047119,144.94640764,POINT (144.94640764 -37.81047119),4009
19708,LITTLE LA TROBE,STREET,MELBOURNE,"3000",VIC,-37.80929579,144.96226299,POINT (144.96226299 -37.80929579),4010
18872,LEICESTER,MEWS,KENSINGTON,"3031",VIC,-37.79619414,144.92161210,POINT (144.9216121 -37.79619414),4011
2917,BAY,STREET,PORT MELBOURNE,"3207",VIC,-37.83903284,144.94158794,POINT (144.94158794 -37.83903284),4012
34593,WARD,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83356184,144.95695894,POINT (144.95695894 -37.83356184),4013
13917,FLINDERS,LANE,MELBOURNE,"3000",VIC,-37.81540956,144.96752060,POINT (144.9675206 -37.81540956),4014
6421,CHAPEL,STREET,SOUTH YARRA,"3141",VIC,-37.83690382,144.99592971,POINT (144.99592971 -37.83690382),4015
29766,RUSSELL,STREET,PRAHRAN,"3181",VIC,-37.85373384,145.00334293,POINT (145.00334293 -37.85373384),4016
8943,COVENTRY,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83239984,144.95903594,POINT (144.95903594 -37.83239984),4017
10746,DRUMMOND,PLACE,CARLTON,"3053",VIC,-37.80386854,144.96735288,POINT (144.96735288 -37.80386854),4018
29533,ROUSE,STREET,PORT MELBOURNE,"3207",VIC,-37.84167984,144.93825794,POINT (144.93825794 -37.84167984),4019
21227,MARGARET,STREET,SOUTH YARRA,"3141",VIC,-37.84431684,144.98747693,POINT (144.98747693 -37.84431684),4020
5735,CAROLINE,STREET,SOUTH YARRA,"3141",VIC,-37.83784566,144.98796802,POINT (144.98796802 -37.83784566),4021
15955,HAWKSBURN,ROAD,SOUTH YARRA,"3141",VIC,-37.84231174,145.00195333,POINT (145.00195333 -37.84231174),4022
35276,WILLIAM,STREET,WEST MELBOURNE,"3003",VIC,-37.80738002,144.95468274,POINT (144.95468274 -37.80738002),4023
8130,COLLETT,STREET,KENSINGTON,"3031",VIC,-37.79063884,144.93320494,POINT (144.93320494 -37.79063884),4024
10270,DONALD,STREET,PRAHRAN,"3181",VIC,-37.84697884,144.98668193,POINT (144.98668193 -37.84697884),4025
7279,CLARA,STREET,SOUTH YARRA,"3141",VIC,-37.84058984,144.99778793,POINT (144.99778793 -37.84058984),4026
17337,INGLES,STREET,PORT MELBOURNE,"3207",VIC,-37.83162954,144.94451284,POINT (144.94451284 -37.83162954),4027
14359,GATEHOUSE,STREET,PARKVILLE,"3052",VIC,-37.79636084,144.95173794,POINT (144.95173794 -37.79636084),4028
28038,QUEENS BRIDGE,STREET,SOUTHBANK,"3006",VIC,-37.82152315,144.96115634,POINT (144.96115634 -37.82152315),4029
29337,ROSS,STREET,PORT MELBOURNE,"3207",VIC,-37.83291786,144.94203467,POINT (144.94203467 -37.83291786),4030
13495,FINSBURY,STREET,FLEMINGTON,"3031",VIC,-37.78597183,144.93020095,POINT (144.93020095 -37.78597183),4031
26248,PERTH,STREET,PRAHRAN,"3181",VIC,-37.84704084,144.98767993,POINT (144.98767993 -37.84704084),4032
9337,CRUIKSHANK,STREET,PORT MELBOURNE,"3207",VIC,-37.83922684,144.94641694,POINT (144.94641694 -37.83922684),4033
16451,HIGH,STREET,PRAHRAN,"3181",VIC,-37.85064773,144.98545233,POINT (144.98545233 -37.85064773),4034
33438,TOORAK,ROAD,SOUTH YARRA,"3141",VIC,-37.83882175,144.98918841,POINT (144.98918841 -37.83882175),4035
7100,CITY,ROAD,SOUTHBANK,"3006",VIC,-37.82837339,144.95682822,POINT (144.95682822 -37.82837339),4036
32906,THE CRESCENT,,PORT MELBOURNE,"3207",VIC,-37.83915984,144.93034994,POINT (144.93034994 -37.83915984),4037
10090,DODDS,STREET,SOUTHBANK,"3006",VIC,-37.82502853,144.96715982,POINT (144.96715982 -37.82502853),4038
5119,CANBERRA,PARADE,PORT MELBOURNE,"3207",VIC,-37.83874784,144.93369094,POINT (144.93369094 -37.83874784),4039
9215,CROMWELL,ROAD,SOUTH YARRA,"3141",VIC,-37.84196184,144.99931193,POINT (144.99931193 -37.84196184),4040
10772,DRUMMOND,STREET,CARLTON,"3053",VIC,-37.80630600,144.96722170,POINT (144.9672217 -37.806306),4041
22743,MORAY,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83513047,144.96465934,POINT (144.96465934 -37.83513047),4042
27607,PUNT,ROAD,SOUTH YARRA,"3141",VIC,-37.83292544,144.98745098,POINT (144.98745098 -37.83292544),4043
29249,ROSS,STREET,PORT MELBOURNE,"3207",VIC,-37.83498784,144.93796694,POINT (144.93796694 -37.83498784),4044
28448,RAMSAY,LANE,MELBOURNE,"3000",VIC,-37.81569810,144.95732788,POINT (144.95732788 -37.8156981),4045
7676,CLARKE,STREET,PRAHRAN,"3181",VIC,-37.84942803,145.00185628,POINT (145.00185628 -37.84942803),4046
34638,WATERFRONT,WAY,DOCKLANDS,"3008",VIC,-37.81254251,144.93898103,POINT (144.93898103 -37.81254251),4047
6433,CHAPMAN,STREET,NORTH MELBOURNE,"3051",VIC,-37.79798784,144.95097794,POINT (144.95097794 -37.79798784),4048
8888,COVENTRY,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83392869,144.95369859,POINT (144.95369859 -37.83392869),4049
17709,JOLIMONT,STREET,EAST MELBOURNE,"3002",VIC,-37.81822682,144.97953473,POINT (144.97953473 -37.81822682),4050
5768,CAROLINE,STREET,SOUTH YARRA,"3141",VIC,-37.83574984,144.98875993,POINT (144.98875993 -37.83574984),4051
20859,MACKENZIE,ROAD,WEST MELBOURNE,"3003",VIC,-37.81870628,144.90810859,POINT (144.90810859 -37.81870628),4052
146,ABBOTSFORD,STREET,WEST MELBOURNE,"3003",VIC,-37.80786266,144.94335059,POINT (144.94335059 -37.80786266),4053
13932,FLINDERS,LANE,MELBOURNE,"3000",VIC,-37.81467078,144.97353406,POINT (144.97353406 -37.81467078),4054
2072,BALLANTYNE,STREET,SOUTHBANK,"3006",VIC,-37.82902572,144.95776637,POINT (144.95776637 -37.82902572),4055
11790,ELGIN,STREET,CARLTON,"3053",VIC,-37.79670684,144.96543594,POINT (144.96543594 -37.79670684),4056
5687,CARLTON,STREET,CARLTON,"3053",VIC,-37.80065284,144.97062094,POINT (144.97062094 -37.80065284),4057
14746,GLASS,STREET,NORTH MELBOURNE,"3051",VIC,-37.80188744,144.94904129,POINT (144.94904129 -37.80188744),4058
17047,HOWE,PARADE,PORT MELBOURNE,"3207",VIC,-37.83604583,144.92279094,POINT (144.92279094 -37.83604583),4059
19399,LITTLE BOURKE,STREET,MELBOURNE,"3000",VIC,-37.81488408,144.95659989,POINT (144.95659989 -37.81488408),4060
22175,MERINO,MEWS,KENSINGTON,"3031",VIC,-37.79353271,144.91828215,POINT (144.91828215 -37.79353271),4061
28680,RATHDOWNE,STREET,CARLTON,"3053",VIC,-37.79650484,144.97042801,POINT (144.97042801 -37.79650484),4062
10500,DORCAS,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83175584,144.96557593,POINT (144.96557593 -37.83175584),4063
35131,WHARF,STREET,DOCKLANDS,"3008",VIC,-37.81412495,144.93873382,POINT (144.93873382 -37.81412495),4064
33904,VAIL,STREET,PRAHRAN,"3181",VIC,-37.85765284,145.00806692,POINT (145.00806692 -37.85765284),4065
28976,ROCKLEY,ROAD,SOUTH YARRA,"3141",VIC,-37.83850880,144.99991247,POINT (144.99991247 -37.8385088),4066
26452,PICKLES,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83727284,144.94852694,POINT (144.94852694 -37.83727284),4067
11165,DUDLEY,STREET,WEST MELBOURNE,"3003",VIC,-37.80950013,144.95090575,POINT (144.95090575 -37.80950013),4068
36398,YORK,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83265884,144.95372294,POINT (144.95372294 -37.83265884),4069
30959,SPRING,STREET,PRAHRAN,"3181",VIC,-37.85041484,145.00427293,POINT (145.00427293 -37.85041484),4070
10020,DEVENEY,STREET,KENSINGTON,"3031",VIC,-37.78910283,144.92734295,POINT (144.92734295 -37.78910283),4071
